team1,team2,year,score1,score2,winner,over_or_under,amount,confidence_level
Vikings,Eagles,2015,2,0,Vikings,under,48,0.53
Vikings,Bills,2015,17,4,Vikings,under,29,0.35
Vikings,Chiefs,2015,17,7,Vikings,under,26,0.35
Vikings,Lions,2015,8,5,Vikings,under,37,0.78
Vikings,Ravens,2015,3,15,Ravens,under,32,0.44
Eagles,Bills,2015,3,12,Bills,under,35,0.72
Eagles,Chiefs,2015,0,13,Chiefs,under,37,0.47
Eagles,Lions,2015,16,18,Lions,under,16,0.7
Eagles,Ravens,2015,11,5,Eagles,under,34,0.74
Bills,Chiefs,2015,16,9,Bills,under,25,0.77
Bills,Lions,2015,20,27,Lions,under,3,0.57
Bills,Ravens,2015,19,8,Bills,under,23,0.58
Chiefs,Lions,2015,16,3,Chiefs,under,31,0.39
Chiefs,Ravens,2015,5,24,Ravens,under,21,0.43
Lions,Ravens,2015,26,3,Lions,under,21,0.68
Commanders,Texans,2015,5,2,Commanders,under,43,0.56
Commanders,Packers,2015,0,1,Packers,under,49,0.73
Commanders,Steelers,2015,0,3,Steelers,under,47,0.79
Commanders,Vikings,2015,0,6,Vikings,under,44,0.54
Commanders,Eagles,2015,0,17,Eagles,under,33,0.37
Commanders,Bills,2015,0,18,Bills,under,32,0.49
Commanders,Chiefs,2015,0,11,Chiefs,under,39,0.53
Commanders,Lions,2015,0,2,Lions,under,48,0.72
Commanders,Ravens,2015,4,2,Commanders,under,44,0.6
Texans,Packers,2015,6,5,Texans,under,39,0.55
Texans,Steelers,2015,3,10,Steelers,under,37,0.66
Texans,Vikings,2015,1,2,Vikings,under,47,0.52
Texans,Eagles,2015,4,6,Eagles,under,40,0.78
Texans,Bills,2015,1,1,Bills,under,48,0.78
Texans,Chiefs,2015,1,0,Texans,under,49,0.65
Texans,Lions,2015,4,17,Lions,under,29,0.53
Texans,Ravens,2015,0,15,Ravens,under,35,0.57
Packers,Steelers,2015,6,5,Packers,under,39,0.76
Packers,Vikings,2015,5,12,Vikings,under,33,0.53
Packers,Eagles,2015,1,5,Eagles,under,44,0.53
Packers,Bills,2015,11,4,Packers,under,35,0.53
Packers,Chiefs,2015,8,4,Packers,under,38,0.75
Packers,Lions,2015,1,17,Lions,under,32,0.5
Packers,Ravens,2015,6,15,Ravens,under,29,0.78
Steelers,Vikings,2015,1,13,Vikings,under,36,0.34
Steelers,Eagles,2015,2,11,Eagles,under,37,0.66
Steelers,Bills,2015,9,19,Bills,under,22,0.46
Steelers,Chiefs,2015,7,20,Chiefs,under,23,0.49
Steelers,Lions,2015,7,15,Lions,under,28,0.64
Steelers,Ravens,2015,9,18,Ravens,under,23,0.68
Vikings,Eagles,2015,6,0,Vikings,under,44,0.57
Vikings,Bills,2015,0,17,Bills,under,33,0.55
Vikings,Chiefs,2015,5,1,Vikings,under,44,0.63
Vikings,Lions,2015,0,6,Lions,under,44,0.79
Vikings,Ravens,2015,0,17,Ravens,under,33,0.4
Eagles,Bills,2015,7,10,Bills,under,33,0.76
Eagles,Chiefs,2015,9,0,Eagles,under,41,0.76
Eagles,Lions,2015,8,0,Eagles,under,42,0.73
Eagles,Ravens,2015,14,24,Ravens,under,12,0.64
Bills,Chiefs,2015,6,2,Bills,under,42,0.54
Bills,Lions,2015,23,14,Bills,under,13,0.68
Bills,Ravens,2015,3,7,Ravens,under,40,0.73
Chiefs,Lions,2015,5,13,Lions,under,32,0.56
Lions,Ravens,2015,18,16,Lions,under,16,0.69
Steelers,Eagles,2015,11,9,Steelers,under,30,0.55
Steelers,Bills,2015,0,10,Bills,under,40,0.67
Steelers,Chiefs,2015,13,15,Chiefs,under,22,0.53
Steelers,Lions,2015,3,12,Lions,under,35,0.71
Steelers,Ravens,2015,7,26,Ravens,under,17,0.37
Vikings,Eagles,2015,11,11,Eagles,under,28,0.52
Vikings,Bills,2015,1,2,Bills,under,47,0.52
Vikings,Chiefs,2015,1,5,Chiefs,under,44,0.7
Vikings,Lions,2015,8,23,Lions,under,19,0.64
Vikings,Ravens,2015,6,30,Ravens,under,14,0.33
Eagles,Bills,2015,20,3,Eagles,under,27,0.44
Eagles,Chiefs,2015,8,8,Chiefs,under,34,0.64
Eagles,Lions,2015,8,8,Lions,under,34,0.61
Eagles,Ravens,2015,18,7,Eagles,under,25,0.46
Bills,Chiefs,2015,14,5,Bills,under,31,0.62
Bills,Lions,2015,3,1,Bills,under,46,0.52
Bills,Ravens,2015,15,14,Bills,under,21,0.57
Chiefs,Lions,2015,25,10,Chiefs,under,15,0.49
Chiefs,Ravens,2015,4,12,Ravens,under,34,0.61
Lions,Ravens,2015,22,0,Lions,under,28,0.31
Lions,Ravens,2015,10,5,Lions,under,35,0.71
Chiefs,Ravens,2015,13,24,Ravens,under,13,0.38
Chiefs,Lions,2015,11,20,Lions,under,19,0.68
Bills,Ravens,2015,14,20,Ravens,under,16,0.69
Bills,Lions,2015,9,10,Lions,under,31,0.65
Bills,Chiefs,2015,3,7,Chiefs,under,40,0.66
Eagles,Ravens,2015,4,8,Ravens,under,38,0.65
Eagles,Lions,2015,13,9,Eagles,under,28,0.67
Eagles,Chiefs,2015,10,7,Eagles,under,33,0.57
Eagles,Bills,2015,6,24,Bills,under,20,0.33
Vikings,Ravens,2015,4,28,Ravens,under,18,0.57
Vikings,Lions,2015,9,14,Lions,under,27,0.74
Vikings,Chiefs,2015,7,11,Chiefs,under,32,0.55
Vikings,Bills,2015,9,16,Bills,under,25,0.79
Vikings,Eagles,2015,2,15,Eagles,under,33,0.65
Steelers,Ravens,2015,3,9,Ravens,under,38,0.58
Steelers,Lions,2015,5,20,Lions,under,25,0.66
Steelers,Chiefs,2015,3,5,Chiefs,under,42,0.64
Steelers,Bills,2015,1,7,Bills,under,42,0.78
Steelers,Eagles,2015,11,8,Steelers,under,31,0.59
Steelers,Vikings,2015,2,14,Vikings,under,34,0.58
Packers,Ravens,2015,1,2,Ravens,under,47,0.7
Packers,Lions,2015,13,9,Packers,under,28,0.71
Packers,Chiefs,2015,7,16,Chiefs,under,27,0.64
Packers,Bills,2015,6,9,Bills,under,35,0.55
Packers,Eagles,2015,7,10,Eagles,under,33,0.76
Packers,Vikings,2015,0,16,Vikings,under,34,0.33
Packers,Steelers,2015,2,0,Packers,under,48,0.53
Texans,Ravens,2015,0,11,Ravens,under,39,0.64
Texans,Lions,2015,0,0,Lions,under,50,0.76
Texans,Chiefs,2015,1,20,Chiefs,under,29,0.5
Texans,Bills,2015,0,0,Bills,under,50,0.69
Texans,Eagles,2015,0,11,Eagles,under,39,0.63
Texans,Vikings,2015,3,5,Vikings,under,42,0.78
Texans,Steelers,2015,8,4,Texans,under,38,0.54
Texans,Packers,2015,0,3,Packers,under,47,0.59
Commanders,Ravens,2015,0,19,Ravens,under,31,0.63
Commanders,Lions,2015,1,25,Lions,under,24,0.32
Commanders,Chiefs,2015,0,19,Chiefs,under,31,0.49
Commanders,Bills,2015,0,12,Bills,under,38,0.37
Commanders,Eagles,2015,2,16,Eagles,under,32,0.34
Commanders,Vikings,2015,0,0,Vikings,under,50,0.73
Commanders,Steelers,2015,0,2,Steelers,under,48,0.8
Commanders,Packers,2015,2,3,Packers,under,45,0.61
Commanders,Texans,2016,0,1,Texans,under,49,0.57
Lions,Ravens,2016,1,27,Ravens,under,22,0.44
Chiefs,Ravens,2016,24,1,Chiefs,under,25,0.34
Chiefs,Lions,2016,11,12,Lions,under,27,0.69
Bills,Ravens,2016,16,3,Bills,under,31,0.36
Bills,Lions,2016,14,13,Bills,under,23,0.62
Bills,Chiefs,2016,9,4,Bills,under,37,0.53
Eagles,Ravens,2016,11,23,Ravens,under,16,0.49
Eagles,Lions,2016,11,2,Eagles,under,37,0.56
Eagles,Chiefs,2016,6,11,Chiefs,under,33,0.55
Eagles,Bills,2016,17,12,Eagles,under,21,0.77
Vikings,Ravens,2016,9,19,Ravens,under,22,0.37
Vikings,Lions,2016,9,16,Lions,under,25,0.59
Vikings,Chiefs,2016,8,4,Vikings,under,38,0.68
Vikings,Bills,2016,3,11,Bills,under,36,0.54
Vikings,Eagles,2016,9,18,Eagles,under,23,0.57
Steelers,Ravens,2016,8,18,Ravens,under,24,0.32
Steelers,Lions,2016,8,15,Lions,under,27,0.74
Steelers,Chiefs,2016,8,19,Chiefs,under,23,0.57
Steelers,Bills,2016,5,19,Bills,under,26,0.49
Steelers,Eagles,2016,4,11,Eagles,under,35,0.62
Steelers,Vikings,2016,0,0,Vikings,under,50,0.54
Packers,Ravens,2016,4,16,Ravens,under,30,0.46
Packers,Lions,2016,3,3,Lions,under,44,0.78
Packers,Chiefs,2016,5,1,Packers,under,44,0.78
Packers,Bills,2016,2,14,Bills,under,34,0.42
Packers,Eagles,2016,1,21,Eagles,under,28,0.55
Packers,Lions,2016,2,17,Lions,under,31,0.51
Packers,Ravens,2016,1,17,Ravens,under,32,0.58
Steelers,Vikings,2016,1,11,Vikings,under,38,0.38
Steelers,Eagles,2016,5,2,Steelers,under,43,0.6
Steelers,Bills,2016,9,15,Bills,under,26,0.71
Steelers,Chiefs,2016,6,2,Steelers,under,42,0.64
Steelers,Lions,2016,9,28,Lions,under,13,0.51
Steelers,Ravens,2016,8,31,Ravens,under,11,0.43
Vikings,Eagles,2016,0,13,Eagles,under,37,0.32
Vikings,Bills,2016,0,9,Bills,under,41,0.67
Vikings,Chiefs,2016,11,20,Chiefs,under,19,0.65
Vikings,Lions,2016,7,8,Lions,under,35,0.63
Vikings,Ravens,2016,8,11,Ravens,under,31,0.63
Eagles,Bills,2016,2,8,Bills,under,40,0.75
Eagles,Chiefs,2016,12,16,Chiefs,under,22,0.57
Eagles,Lions,2016,7,20,Lions,under,23,0.44
Eagles,Ravens,2016,12,11,Eagles,under,27,0.71
Bills,Chiefs,2016,2,14,Chiefs,under,34,0.58
Bills,Lions,2016,2,10,Lions,under,38,0.75
Bills,Ravens,2016,0,17,Ravens,under,33,0.58
Chiefs,Lions,2016,3,11,Lions,under,36,0.77
Chiefs,Ravens,2016,7,30,Ravens,under,13,0.39
Lions,Ravens,2016,15,1,Lions,under,34,0.61
Steelers,Eagles,2016,5,7,Eagles,under,38,0.61
Steelers,Bills,2016,14,0,Steelers,under,36,0.69
Steelers,Chiefs,2016,8,2,Steelers,under,40,0.68
Steelers,Lions,2016,0,2,Lions,under,48,0.53
Steelers,Ravens,2016,3,24,Ravens,under,23,0.53
Vikings,Eagles,2016,5,10,Eagles,under,35,0.59
Vikings,Bills,2016,1,1,Bills,under,48,0.66
Vikings,Chiefs,2016,6,28,Chiefs,under,16,0.57
Vikings,Lions,2016,1,14,Lions,under,35,0.62
Vikings,Ravens,2016,8,2,Vikings,under,40,0.6
Eagles,Bills,2016,2,17,Bills,under,31,0.54
Eagles,Chiefs,2016,8,11,Chiefs,under,31,0.65
Eagles,Lions,2016,6,21,Lions,under,23,0.43
Eagles,Ravens,2016,7,21,Ravens,under,22,0.33
Bills,Chiefs,2016,1,12,Chiefs,under,37,0.4
Bills,Lions,2016,1,19,Lions,under,30,0.52
Bills,Ravens,2016,11,12,Ravens,under,27,0.59
Chiefs,Lions,2016,5,16,Lions,under,29,0.45
Chiefs,Ravens,2016,3,26,Ravens,under,21,0.49
Packers,Vikings,2016,3,5,Vikings,under,42,0.64
Packers,Steelers,2016,1,1,Steelers,under,48,0.75
Texans,Ravens,2016,3,7,Ravens,under,40,0.65
Texans,Lions,2016,11,18,Lions,under,21,0.58
Texans,Chiefs,2016,0,14,Chiefs,under,36,0.37
Texans,Bills,2016,5,3,Texans,under,42,0.5
Texans,Eagles,2016,5,5,Eagles,under,40,0.65
Texans,Vikings,2016,0,16,Vikings,under,34,0.48
Texans,Steelers,2016,9,2,Texans,under,39,0.55
Texans,Packers,2016,3,6,Packers,under,41,0.59
Commanders,Ravens,2016,2,18,Ravens,under,30,0.59
Commanders,Lions,2016,0,1,Lions,under,49,0.79
Commanders,Chiefs,2016,2,19,Chiefs,under,29,0.49
Commanders,Bills,2016,1,15,Bills,under,34,0.57
Commanders,Eagles,2016,0,2,Eagles,under,48,0.77
Commanders,Vikings,2016,0,7,Vikings,under,43,0.78
Commanders,Steelers,2016,6,2,Commanders,under,42,0.63
Commanders,Packers,2016,3,0,Commanders,under,47,0.69
Commanders,Texans,2016,0,0,Texans,under,50,0.64
Steelers,Vikings,2016,8,14,Vikings,under,28,0.77
Packers,Ravens,2016,1,10,Ravens,under,39,0.57
Packers,Lions,2016,3,3,Lions,under,44,0.54
Packers,Chiefs,2016,6,5,Packers,under,39,0.77
Packers,Bills,2016,4,7,Bills,under,39,0.7
Packers,Eagles,2016,0,5,Eagles,under,45,0.56
Packers,Vikings,2016,10,8,Packers,under,32,0.68
Packers,Steelers,2016,5,6,Steelers,under,39,0.65
Texans,Ravens,2016,1,7,Ravens,under,42,0.59
Texans,Lions,2016,6,16,Lions,under,28,0.54
Texans,Chiefs,2016,0,3,Chiefs,under,47,0.59
Texans,Bills,2016,0,6,Bills,under,44,0.63
Texans,Eagles,2016,5,17,Eagles,under,28,0.34
Texans,Vikings,2016,6,11,Vikings,under,33,0.68
Texans,Steelers,2016,0,6,Steelers,under,44,0.61
Texans,Packers,2016,0,4,Packers,under,46,0.68
Commanders,Ravens,2016,3,5,Ravens,under,42,0.52
Commanders,Lions,2016,6,1,Commanders,under,43,0.71
Commanders,Chiefs,2016,1,11,Chiefs,under,38,0.56
Commanders,Bills,2016,4,8,Bills,under,38,0.78
Commanders,Eagles,2016,3,14,Eagles,under,33,0.43
Commanders,Vikings,2016,5,3,Commanders,under,42,0.73
Commanders,Steelers,2016,0,3,Steelers,under,47,0.66
Commanders,Packers,2016,4,7,Packers,under,39,0.68
Commanders,Texans,2016,0,2,Texans,under,48,0.59
Lions,Ravens,2016,0,15,Ravens,under,35,0.43
Chiefs,Ravens,2016,11,10,Chiefs,under,29,0.57
Chiefs,Lions,2016,15,18,Lions,under,17,0.78
Bills,Ravens,2016,8,0,Bills,under,42,0.72
Bills,Lions,2016,15,11,Bills,under,24,0.52
Packers,Eagles,2016,3,10,Eagles,under,37,0.7
Packers,Vikings,2016,6,5,Packers,under,39,0.66
Packers,Steelers,2016,0,9,Steelers,under,41,0.59
Texans,Ravens,2016,0,15,Ravens,under,35,0.36
Texans,Lions,2016,0,8,Lions,under,42,0.54
Texans,Chiefs,2016,11,7,Texans,under,32,0.61
Texans,Bills,2016,3,7,Bills,under,40,0.67
Texans,Eagles,2016,3,1,Texans,under,46,0.52
Texans,Vikings,2016,7,2,Texans,under,41,0.7
Texans,Steelers,2016,6,8,Steelers,under,36,0.61
Texans,Packers,2016,9,4,Texans,under,37,0.73
Commanders,Ravens,2016,1,15,Ravens,under,34,0.38
Commanders,Lions,2016,0,30,Lions,under,20,0.39
Commanders,Chiefs,2016,1,4,Chiefs,under,45,0.68
Commanders,Bills,2016,0,13,Bills,under,37,0.64
Commanders,Eagles,2016,0,4,Eagles,under,46,0.55
Commanders,Vikings,2016,0,3,Vikings,under,47,0.69
Commanders,Steelers,2016,0,4,Steelers,under,46,0.6
Commanders,Packers,2016,0,0,Packers,under,50,0.7
Commanders,Texans,2016,1,2,Texans,under,47,0.55
Bills,Chiefs,2016,10,3,Bills,under,37,0.66
Eagles,Ravens,2016,12,15,Ravens,under,23,0.67
Eagles,Lions,2016,7,6,Eagles,under,37,0.54
Eagles,Chiefs,2016,12,20,Chiefs,under,18,0.76
Eagles,Bills,2016,13,17,Bills,under,20,0.78
Vikings,Ravens,2016,0,14,Ravens,under,36,0.52
Vikings,Lions,2016,16,6,Vikings,under,28,0.48
Vikings,Chiefs,2016,1,0,Vikings,under,49,0.56
Vikings,Bills,2016,1,4,Bills,under,45,0.67
Vikings,Eagles,2016,7,5,Vikings,under,38,0.51
Steelers,Ravens,2016,5,19,Ravens,under,26,0.4
Steelers,Lions,2016,5,0,Steelers,under,45,0.56
Steelers,Chiefs,2016,4,24,Chiefs,under,22,0.63
Steelers,Bills,2016,0,1,Bills,under,49,0.72
Steelers,Eagles,2016,1,2,Eagles,under,47,0.71
Steelers,Vikings,2016,4,1,Steelers,under,45,0.57
Packers,Ravens,2016,4,25,Ravens,under,21,0.36
Packers,Lions,2016,2,10,Lions,under,38,0.64
Packers,Chiefs,2016,10,16,Chiefs,under,24,0.63
Lions,Ravens,2016,14,30,Ravens,under,6,0.65
Packers,Bills,2016,2,10,Bills,under,38,0.52
Packers,Chiefs,2016,3,9,Chiefs,under,38,0.62
Packers,Bills,2016,5,3,Packers,under,42,0.69
Packers,Eagles,2016,0,2,Eagles,under,48,0.79
Packers,Vikings,2016,6,3,Packers,under,41,0.65
Packers,Steelers,2016,2,15,Steelers,under,33,0.63
Texans,Ravens,2016,0,32,Ravens,under,18,0.58
Texans,Lions,2016,4,23,Lions,under,23,0.55
Texans,Chiefs,2016,1,4,Chiefs,under,45,0.57
Texans,Bills,2016,7,14,Bills,under,29,0.64
Texans,Eagles,2016,4,22,Eagles,under,24,0.46
Texans,Vikings,2016,8,5,Texans,under,37,0.63
Texans,Steelers,2016,0,16,Steelers,under,34,0.68
Texans,Packers,2016,2,2,Packers,under,46,0.57
Commanders,Ravens,2016,4,27,Ravens,under,19,0.36
Commanders,Lions,2016,6,30,Lions,under,14,0.4
Commanders,Chiefs,2016,2,17,Chiefs,under,31,0.38
Commanders,Bills,2016,0,2,Bills,under,48,0.69
Commanders,Eagles,2016,0,6,Eagles,under,44,0.68
Commanders,Vikings,2016,0,3,Vikings,under,47,0.53
Commanders,Steelers,2016,0,0,Steelers,under,50,0.59
Commanders,Packers,2016,0,1,Packers,under,49,0.59
Commanders,Steelers,2017,3,12,Steelers,under,35,0.64
Commanders,Texans,2017,1,2,Texans,under,47,0.74
Commanders,Packers,2017,0,2,Packers,under,48,0.76
Commanders,Steelers,2017,1,4,Steelers,under,45,0.73
Commanders,Vikings,2017,0,4,Vikings,under,46,0.62
Commanders,Eagles,2017,1,6,Eagles,under,43,0.74
Commanders,Bills,2017,0,13,Bills,under,37,0.46
Commanders,Chiefs,2017,0,21,Chiefs,under,29,0.63
Commanders,Lions,2017,0,9,Lions,under,41,0.78
Commanders,Ravens,2017,1,1,Ravens,under,48,0.67
Texans,Packers,2017,0,2,Packers,under,48,0.72
Texans,Steelers,2017,2,5,Steelers,under,43,0.74
Texans,Vikings,2017,0,8,Vikings,under,42,0.61
Texans,Eagles,2017,0,10,Eagles,under,40,0.62
Texans,Bills,2017,5,7,Bills,under,38,0.62
Texans,Chiefs,2017,0,9,Chiefs,under,41,0.61
Texans,Lions,2017,1,15,Lions,under,34,0.59
Texans,Ravens,2017,4,25,Ravens,under,21,0.54
Packers,Steelers,2017,1,8,Steelers,under,41,0.7
Packers,Vikings,2017,3,1,Packers,under,46,0.78
Packers,Eagles,2017,1,9,Eagles,under,40,0.71
Packers,Bills,2017,4,2,Packers,under,44,0.61
Packers,Chiefs,2017,5,16,Chiefs,under,29,0.34
Packers,Lions,2017,2,9,Lions,under,39,0.54
Packers,Ravens,2017,7,8,Ravens,under,35,0.77
Steelers,Vikings,2017,14,2,Steelers,under,34,0.43
Steelers,Eagles,2017,3,15,Eagles,under,32,0.57
Steelers,Bills,2017,0,5,Bills,under,45,0.79
Steelers,Chiefs,2017,3,12,Chiefs,under,35,0.64
Steelers,Lions,2017,1,10,Lions,under,39,0.54
Steelers,Ravens,2017,6,10,Ravens,under,34,0.59
Vikings,Eagles,2017,9,7,Vikings,under,34,0.76
Vikings,Bills,2017,1,11,Bills,under,38,0.57
Vikings,Chiefs,2017,13,15,Chiefs,under,22,0.77
Vikings,Lions,2017,6,17,Lions,under,27,0.55
Vikings,Ravens,2017,0,11,Ravens,under,39,0.47
Eagles,Bills,2017,19,4,Eagles,under,27,0.43
Eagles,Chiefs,2017,2,18,Chiefs,under,30,0.66
Eagles,Lions,2017,4,14,Lions,under,32,0.32
Eagles,Ravens,2017,4,23,Ravens,under,23,0.56
Bills,Chiefs,2017,7,19,Chiefs,under,24,0.51
Bills,Lions,2017,7,9,Lions,under,34,0.58
Bills,Ravens,2017,24,23,Bills,under,3,0.69
Chiefs,Lions,2017,1,11,Lions,under,38,0.47
Chiefs,Ravens,2017,17,14,Chiefs,under,19,0.58
Lions,Ravens,2017,12,3,Lions,under,35,0.66
Commanders,Texans,2017,3,8,Texans,under,39,0.78
Commanders,Packers,2017,0,6,Packers,under,44,0.74
Commanders,Steelers,2017,8,8,Steelers,under,34,0.64
Commanders,Vikings,2017,0,4,Vikings,under,46,0.67
Commanders,Eagles,2017,0,18,Eagles,under,32,0.57
Commanders,Bills,2017,0,25,Bills,under,25,0.39
Commanders,Chiefs,2017,0,9,Chiefs,under,41,0.57
Commanders,Lions,2017,5,26,Lions,under,19,0.39
Commanders,Ravens,2017,1,1,Ravens,under,48,0.54
Texans,Packers,2017,4,3,Texans,under,43,0.65
Texans,Steelers,2017,5,3,Texans,under,42,0.55
Texans,Vikings,2017,0,7,Vikings,under,43,0.73
Texans,Eagles,2017,9,3,Texans,under,38,0.74
Texans,Bills,2017,1,11,Bills,under,38,0.62
Texans,Chiefs,2017,4,18,Chiefs,under,28,0.68
Texans,Lions,2017,2,4,Lions,under,44,0.74
Texans,Ravens,2017,1,26,Ravens,under,23,0.58
Packers,Steelers,2017,6,1,Packers,under,43,0.52
Packers,Vikings,2017,6,8,Vikings,under,36,0.61
Packers,Eagles,2017,7,6,Packers,under,37,0.75
Packers,Bills,2017,5,10,Bills,under,35,0.58
Packers,Chiefs,2017,1,13,Chiefs,under,36,0.35
Packers,Lions,2017,4,22,Lions,under,24,0.4
Packers,Ravens,2017,10,28,Ravens,under,12,0.38
Steelers,Vikings,2017,10,9,Steelers,under,31,0.58
Steelers,Eagles,2017,11,5,Steelers,under,34,0.54
Steelers,Bills,2017,6,3,Steelers,under,41,0.57
Steelers,Chiefs,2017,6,2,Steelers,under,42,0.62
Steelers,Lions,2017,12,26,Lions,under,12,0.31
Steelers,Ravens,2017,15,6,Steelers,under,29,0.72
Vikings,Eagles,2017,0,18,Eagles,under,32,0.53
Vikings,Bills,2017,11,10,Vikings,under,29,0.58
Vikings,Chiefs,2017,0,12,Chiefs,under,38,0.37
Vikings,Lions,2017,14,11,Vikings,under,25,0.75
Vikings,Ravens,2017,3,23,Ravens,under,24,0.46
Eagles,Bills,2017,7,25,Bills,under,18,0.63
Eagles,Chiefs,2017,16,8,Eagles,under,26,0.77
Eagles,Lions,2017,13,15,Lions,under,22,0.55
Eagles,Ravens,2017,4,7,Ravens,under,39,0.77
Bills,Chiefs,2017,23,18,Bills,under,9,0.54
Bills,Lions,2017,0,4,Lions,under,46,0.64
Bills,Ravens,2017,18,15,Bills,under,17,0.69
Chiefs,Lions,2017,2,2,Lions,under,46,0.55
Chiefs,Ravens,2017,22,19,Chiefs,under,9,0.68
Lions,Ravens,2017,5,12,Ravens,under,33,0.53
Commanders,Texans,2017,2,0,Commanders,under,48,0.66
Commanders,Packers,2017,0,5,Packers,under,45,0.59
Commanders,Vikings,2017,6,4,Commanders,under,40,0.63
Commanders,Eagles,2017,2,17,Eagles,under,31,0.67
Commanders,Bills,2017,2,14,Bills,under,34,0.41
Commanders,Chiefs,2017,7,12,Chiefs,under,31,0.53
Commanders,Lions,2017,1,1,Lions,under,48,0.63
Commanders,Ravens,2017,0,9,Ravens,under,41,0.71
Texans,Packers,2017,6,10,Packers,under,34,0.56
Texans,Steelers,2017,1,8,Steelers,under,41,0.8
Texans,Vikings,2017,0,2,Vikings,under,48,0.58
Texans,Eagles,2017,6,10,Eagles,under,34,0.6
Texans,Bills,2017,6,18,Bills,under,26,0.35
Texans,Chiefs,2017,0,17,Chiefs,under,33,0.66
Texans,Lions,2017,0,19,Lions,under,31,0.55
Texans,Ravens,2017,4,11,Ravens,under,35,0.63
Packers,Steelers,2017,0,6,Steelers,under,44,0.57
Packers,Vikings,2017,0,12,Vikings,under,38,0.53
Packers,Eagles,2017,2,14,Eagles,under,34,0.56
Packers,Bills,2017,7,22,Bills,under,21,0.47
Packers,Chiefs,2017,0,7,Chiefs,under,43,0.7
Packers,Lions,2017,10,9,Packers,under,31,0.69
Packers,Ravens,2017,2,16,Ravens,under,32,0.41
Steelers,Vikings,2017,8,4,Steelers,under,38,0.54
Commanders,Texans,2017,0,0,Texans,under,50,0.72
Commanders,Packers,2017,4,1,Commanders,under,45,0.71
Commanders,Steelers,2017,2,10,Steelers,under,38,0.53
Commanders,Vikings,2017,0,0,Vikings,under,50,0.65
Commanders,Eagles,2017,4,9,Eagles,under,37,0.73
Commanders,Bills,2017,1,6,Bills,under,43,0.6
Commanders,Chiefs,2017,4,13,Chiefs,under,33,0.66
Commanders,Lions,2017,2,16,Lions,under,32,0.36
Commanders,Ravens,2017,0,0,Ravens,under,50,0.77
Texans,Packers,2017,0,6,Packers,under,44,0.74
Texans,Steelers,2017,4,2,Texans,under,44,0.66
Texans,Vikings,2017,7,9,Vikings,under,34,0.75
Texans,Eagles,2017,0,18,Eagles,under,32,0.46
Texans,Bills,2017,4,5,Bills,under,41,0.75
Texans,Chiefs,2017,0,5,Chiefs,under,45,0.63
Texans,Lions,2017,3,4,Lions,under,43,0.7
Texans,Ravens,2017,3,20,Ravens,under,27,0.53
Packers,Steelers,2017,5,16,Steelers,under,29,0.6
Packers,Vikings,2017,1,5,Vikings,under,44,0.52
Packers,Eagles,2017,9,0,Packers,under,41,0.55
Packers,Bills,2017,2,0,Packers,under,48,0.79
Packers,Chiefs,2017,2,0,Packers,under,48,0.62
Packers,Lions,2017,0,24,Lions,under,26,0.59
Packers,Ravens,2017,4,24,Ravens,under,22,0.55
Steelers,Vikings,2017,2,16,Vikings,under,32,0.36
Steelers,Eagles,2017,5,0,Steelers,under,45,0.56
Steelers,Bills,2017,14,18,Bills,under,18,0.63
Steelers,Chiefs,2017,10,1,Steelers,under,39,0.52
Steelers,Lions,2017,3,8,Lions,under,39,0.75
Steelers,Ravens,2017,6,28,Ravens,under,16,0.41
Vikings,Eagles,2017,2,0,Vikings,under,48,0.51
Vikings,Bills,2017,5,7,Bills,under,38,0.63
Vikings,Chiefs,2017,17,11,Vikings,under,22,0.72
Vikings,Lions,2017,8,30,Lions,under,12,0.57
Vikings,Ravens,2017,12,19,Ravens,under,19,0.51
Eagles,Bills,2017,3,4,Bills,under,43,0.68
Eagles,Chiefs,2017,22,0,Eagles,under,28,0.51
Eagles,Lions,2017,13,19,Lions,under,18,0.57
Eagles,Ravens,2017,5,15,Ravens,under,30,0.57
Bills,Chiefs,2017,0,24,Chiefs,under,26,0.57
Bills,Lions,2017,14,11,Bills,under,25,0.69
Bills,Ravens,2017,5,21,Ravens,under,24,0.67
Chiefs,Lions,2017,5,16,Lions,under,29,0.33
Chiefs,Ravens,2017,21,18,Chiefs,under,11,0.56
Lions,Ravens,2017,13,22,Ravens,under,15,0.73
Steelers,Eagles,2017,1,12,Eagles,under,37,0.52
Steelers,Bills,2017,8,3,Steelers,under,39,0.72
Steelers,Chiefs,2017,0,0,Chiefs,under,50,0.65
Steelers,Lions,2017,6,5,Steelers,under,39,0.56
Steelers,Ravens,2017,5,16,Ravens,under,29,0.7
Vikings,Eagles,2017,5,14,Eagles,under,31,0.58
Vikings,Bills,2017,4,20,Bills,under,26,0.65
Vikings,Chiefs,2017,16,17,Chiefs,under,17,0.6
Vikings,Lions,2017,3,4,Lions,under,43,0.61
Vikings,Ravens,2017,11,21,Ravens,under,18,0.37
Eagles,Bills,2017,10,24,Bills,under,16,0.7
Eagles,Chiefs,2017,0,2,Chiefs,under,48,0.54
Eagles,Lions,2017,9,16,Lions,under,25,0.65
Eagles,Ravens,2017,14,19,Ravens,under,17,0.65
Bills,Chiefs,2017,10,16,Chiefs,under,24,0.55
Bills,Lions,2017,18,2,Bills,under,30,0.47
