team1,team2,year,over_or_under,amount,confidence_level
Packers,Steelers,2016,under,41,0.56
Packers,Vikings,2016,under,39,0.4
Packers,Eagles,2016,under,37,0.39
Packers,Bills,2016,under,38,0.57
Packers,Chiefs,2016,under,24,0.6
Packers,Lions,2016,under,38,0.55
Packers,Ravens,2016,under,21,0.48
Steelers,Vikings,2016,under,45,0.52
Steelers,Eagles,2016,under,47,0.52
Steelers,Bills,2016,under,49,0.4
Steelers,Chiefs,2016,under,22,0.47
Steelers,Lions,2016,under,45,0.54
Steelers,Ravens,2016,under,26,0.43
Vikings,Eagles,2016,under,38,0.56
Vikings,Bills,2016,under,45,0.55
Vikings,Chiefs,2016,under,49,0.47
Vikings,Lions,2016,under,28,0.54
Vikings,Ravens,2016,under,36,0.58
Eagles,Bills,2016,under,20,0.59
Eagles,Chiefs,2016,under,18,0.4
Eagles,Lions,2016,under,37,0.57
Eagles,Ravens,2016,under,23,0.46
Bills,Chiefs,2016,under,37,0.35
Bills,Lions,2016,under,24,0.42
Bills,Ravens,2016,under,42,0.33
Chiefs,Lions,2016,under,17,0.38
Chiefs,Ravens,2016,under,29,0.32
Lions,Ravens,2016,under,35,0.31
Commanders,Texans,2016,under,48,0.35
Commanders,Packers,2016,under,39,0.47
Commanders,Steelers,2016,under,47,0.34
Commanders,Vikings,2016,under,42,0.38
Commanders,Eagles,2016,under,33,0.54
Commanders,Bills,2016,under,38,0.59
Commanders,Chiefs,2016,under,38,0.37
Commanders,Lions,2016,under,43,0.31
Commanders,Ravens,2016,under,42,0.38
Texans,Packers,2016,under,46,0.57
Texans,Steelers,2016,under,44,0.54
Texans,Vikings,2016,under,33,0.45
Texans,Eagles,2016,under,28,0.53
Texans,Bills,2016,under,44,0.6
Texans,Chiefs,2016,under,47,0.53
Texans,Lions,2016,under,28,0.41
Texans,Ravens,2016,under,42,0.42
Packers,Steelers,2016,under,39,0.57
Packers,Vikings,2016,under,32,0.4
Packers,Eagles,2016,under,45,0.41
Packers,Bills,2016,under,39,0.47
Packers,Chiefs,2016,under,39,0.36
Packers,Lions,2016,under,44,0.42
Packers,Ravens,2016,under,39,0.46
Steelers,Vikings,2016,under,28,0.56
Commanders,Texans,2016,under,50,0.36
Commanders,Packers,2016,under,47,0.58
Commanders,Steelers,2016,under,42,0.59
Commanders,Vikings,2016,under,43,0.35
Commanders,Eagles,2016,under,48,0.58
Commanders,Bills,2016,under,34,0.39
Commanders,Chiefs,2016,under,29,0.6
Commanders,Lions,2016,under,49,0.33
Commanders,Ravens,2016,under,30,0.33
Texans,Packers,2016,under,41,0.58
Texans,Steelers,2016,under,39,0.47
Texans,Vikings,2016,under,34,0.44
Texans,Eagles,2016,under,40,0.37
Texans,Bills,2016,under,42,0.58
Texans,Chiefs,2016,under,36,0.53
Texans,Lions,2016,under,21,0.41
Texans,Ravens,2016,under,40,0.57
Packers,Steelers,2016,under,48,0.46
Packers,Vikings,2016,under,42,0.52
Packers,Eagles,2016,under,28,0.44
Packers,Bills,2016,under,34,0.36
Packers,Chiefs,2016,under,44,0.43
Packers,Lions,2016,under,44,0.33
Packers,Ravens,2016,under,30,0.37
Steelers,Vikings,2016,under,50,0.46
Steelers,Eagles,2016,under,35,0.5
Steelers,Bills,2016,under,26,0.6
Steelers,Chiefs,2016,under,23,0.42
Steelers,Lions,2016,under,27,0.53
Steelers,Ravens,2016,under,24,0.49
Vikings,Eagles,2016,under,23,0.5
Vikings,Bills,2016,under,36,0.38
Vikings,Chiefs,2016,under,38,0.43
Vikings,Lions,2016,under,25,0.39
Vikings,Ravens,2016,under,22,0.58
Eagles,Bills,2016,under,21,0.52
Eagles,Chiefs,2016,under,33,0.4
Eagles,Lions,2016,under,37,0.37
Eagles,Ravens,2016,under,16,0.56
Bills,Chiefs,2016,under,37,0.56
Bills,Lions,2016,under,23,0.47
Bills,Ravens,2016,under,31,0.51
Chiefs,Lions,2016,under,27,0.38
Chiefs,Ravens,2016,under,25,0.44
Lions,Ravens,2016,under,22,0.36
Commanders,Texans,2016,under,49,0.49
Commanders,Packers,2016,under,49,0.58
Commanders,Steelers,2016,under,50,0.55
Commanders,Vikings,2016,under,47,0.59
Commanders,Eagles,2016,under,44,0.51
Commanders,Bills,2016,under,48,0.41
Commanders,Chiefs,2016,under,31,0.39
Commanders,Lions,2016,under,14,0.5
Commanders,Ravens,2016,under,19,0.41
Texans,Packers,2016,under,46,0.33
Texans,Steelers,2016,under,34,0.51
Texans,Vikings,2016,under,37,0.38
Texans,Eagles,2016,under,24,0.37
Texans,Bills,2016,under,29,0.46
Texans,Chiefs,2016,under,45,0.5
Texans,Lions,2016,under,23,0.56
Texans,Ravens,2016,under,18,0.34
Packers,Steelers,2016,under,33,0.54
Packers,Vikings,2016,under,41,0.43
Packers,Eagles,2016,under,48,0.37
Packers,Bills,2016,under,42,0.4
Packers,Chiefs,2016,under,38,0.48
Packers,Lions,2016,under,31,0.51
Packers,Ravens,2016,under,32,0.42
Steelers,Vikings,2016,under,38,0.43
Steelers,Eagles,2016,under,43,0.4
Steelers,Bills,2016,under,26,0.58
Steelers,Chiefs,2016,under,42,0.51
Steelers,Lions,2016,under,13,0.36
Steelers,Ravens,2016,under,11,0.35
Vikings,Eagles,2016,under,37,0.33
Vikings,Bills,2016,under,41,0.49
Vikings,Chiefs,2016,under,19,0.46
Vikings,Lions,2016,under,35,0.38
Vikings,Ravens,2016,under,31,0.3
Eagles,Bills,2016,under,40,0.44
Eagles,Chiefs,2016,under,22,0.46
Eagles,Lions,2016,under,23,0.35
Eagles,Ravens,2016,under,27,0.44
Bills,Chiefs,2016,under,34,0.44
Bills,Lions,2016,under,38,0.32
Bills,Ravens,2016,under,33,0.55
Chiefs,Lions,2016,under,36,0.38
Chiefs,Ravens,2016,under,13,0.47
Lions,Ravens,2016,under,34,0.31
Steelers,Eagles,2016,under,38,0.41
Steelers,Bills,2016,under,36,0.34
Steelers,Chiefs,2016,under,40,0.49
Steelers,Lions,2016,under,48,0.44
Steelers,Ravens,2016,under,23,0.33
Vikings,Eagles,2016,under,35,0.32
Vikings,Bills,2016,under,48,0.37
Vikings,Chiefs,2016,under,16,0.39
Vikings,Lions,2016,under,35,0.49
Vikings,Ravens,2016,under,40,0.53
Eagles,Bills,2016,under,31,0.31
Eagles,Chiefs,2016,under,31,0.46
Eagles,Lions,2016,under,23,0.58
Eagles,Ravens,2016,under,22,0.58
Bills,Chiefs,2016,under,37,0.57
Bills,Lions,2016,under,30,0.54
Bills,Ravens,2016,under,27,0.36
Chiefs,Lions,2016,under,29,0.58
Chiefs,Ravens,2016,under,21,0.32
Lions,Ravens,2016,under,6,0.67
Lions,Ravens,2016,under,35,0.55
Chiefs,Ravens,2016,under,24,0.51
Chiefs,Lions,2016,under,27,0.6
Bills,Ravens,2016,under,30,0.58
Bills,Lions,2016,under,32,0.33
Bills,Chiefs,2016,under,32,0.45
Eagles,Ravens,2016,under,25,0.32
Eagles,Lions,2016,under,40,0.59
Eagles,Chiefs,2016,under,30,0.49
Eagles,Bills,2016,under,45,0.57
Vikings,Ravens,2016,under,39,0.47
Vikings,Lions,2016,under,27,0.57
Vikings,Chiefs,2016,under,40,0.42
Vikings,Bills,2016,under,32,0.34
Vikings,Eagles,2016,under,38,0.57
Steelers,Ravens,2016,under,36,0.45
Steelers,Lions,2016,under,13,0.46
Steelers,Chiefs,2016,under,41,0.42
Steelers,Bills,2016,under,38,0.48
Steelers,Eagles,2016,under,37,0.36
Packers,Ravens,2016,under,43,0.44
Packers,Lions,2016,under,30,0.57
Packers,Chiefs,2016,under,18,0.36
Packers,Bills,2016,under,32,0.59
Packers,Eagles,2016,under,29,0.36
Packers,Vikings,2016,under,28,0.46
Packers,Steelers,2016,under,29,0.58
Texans,Ravens,2016,under,42,0.6
Texans,Lions,2016,under,41,0.53
Texans,Chiefs,2016,under,47,0.39
Texans,Bills,2016,under,44,0.53
Texans,Eagles,2016,under,29,0.53
Texans,Vikings,2016,under,41,0.32
Texans,Steelers,2016,under,49,0.42
Texans,Packers,2016,under,47,0.45
Commanders,Ravens,2016,under,26,0.49
Commanders,Lions,2016,under,44,0.37
Commanders,Chiefs,2016,under,41,0.37
Commanders,Bills,2016,under,33,0.47
Commanders,Eagles,2016,under,43,0.34
Commanders,Vikings,2016,under,42,0.48
Commanders,Steelers,2016,under,41,0.45
Commanders,Packers,2016,under,47,0.49
Commanders,Texans,2016,under,49,0.31
Steelers,Vikings,2017,under,31,0.36
Commanders,Texans,2017,under,47,0.57
Commanders,Packers,2017,under,48,0.35
Commanders,Steelers,2017,under,45,0.55
Commanders,Vikings,2017,under,46,0.48
Commanders,Eagles,2017,under,43,0.43
Commanders,Bills,2017,under,37,0.33
Commanders,Chiefs,2017,under,29,0.43
Commanders,Lions,2017,under,41,0.53
Commanders,Ravens,2017,under,48,0.42
Texans,Packers,2017,under,48,0.36
Texans,Steelers,2017,under,43,0.51
Texans,Vikings,2017,under,42,0.52
Texans,Eagles,2017,under,40,0.57
Texans,Bills,2017,under,38,0.48
Texans,Chiefs,2017,under,41,0.41
Texans,Lions,2017,under,34,0.31
Texans,Ravens,2017,under,21,0.54
Packers,Steelers,2017,under,41,0.52
Packers,Vikings,2017,under,46,0.4
Packers,Eagles,2017,under,40,0.46
Packers,Bills,2017,under,44,0.33
Packers,Chiefs,2017,under,29,0.33
Packers,Lions,2017,under,39,0.38
Packers,Ravens,2017,under,35,0.32
Steelers,Vikings,2017,under,34,0.56
Steelers,Eagles,2017,under,32,0.4
Steelers,Bills,2017,under,45,0.46
Steelers,Chiefs,2017,under,35,0.51
Steelers,Lions,2017,under,39,0.44
Steelers,Ravens,2017,under,34,0.48
Vikings,Eagles,2017,under,34,0.56
Vikings,Bills,2017,under,38,0.53
Vikings,Chiefs,2017,under,22,0.41
Vikings,Lions,2017,under,27,0.48
Vikings,Ravens,2017,under,39,0.46
Eagles,Bills,2017,under,27,0.44
Eagles,Chiefs,2017,under,30,0.51
Eagles,Lions,2017,under,32,0.35
Eagles,Ravens,2017,under,23,0.4
Bills,Chiefs,2017,under,24,0.49
Bills,Lions,2017,under,34,0.36
Bills,Ravens,2017,under,3,0.51
Chiefs,Lions,2017,under,38,0.43
Chiefs,Ravens,2017,under,19,0.34
Lions,Ravens,2017,under,35,0.39
Commanders,Texans,2017,under,39,0.42
Commanders,Packers,2017,under,44,0.44
Commanders,Steelers,2017,under,34,0.35
Commanders,Vikings,2017,under,46,0.56
Commanders,Eagles,2017,under,32,0.53
Commanders,Bills,2017,under,25,0.43
Commanders,Chiefs,2017,under,41,0.47
Commanders,Lions,2017,under,19,0.31
Commanders,Ravens,2017,under,48,0.38
Texans,Packers,2017,under,43,0.37
Texans,Steelers,2017,under,42,0.51
Texans,Vikings,2017,under,43,0.52
Texans,Eagles,2017,under,38,0.54
Texans,Bills,2017,under,38,0.36
Texans,Chiefs,2017,under,28,0.39
Texans,Lions,2017,under,44,0.37
Texans,Ravens,2017,under,23,0.52
Packers,Steelers,2017,under,43,0.42
Packers,Vikings,2017,under,36,0.31
Packers,Eagles,2017,under,37,0.35
Packers,Bills,2017,under,35,0.34
Packers,Chiefs,2017,under,36,0.52
Packers,Lions,2017,under,24,0.46
Packers,Ravens,2017,under,12,0.43
Lions,Ravens,2017,under,17,0.51
Steelers,Eagles,2017,under,34,0.37
Steelers,Bills,2017,under,41,0.43
Steelers,Chiefs,2017,under,42,0.55
Steelers,Lions,2017,under,12,0.51
Steelers,Ravens,2017,under,29,0.32
Vikings,Eagles,2017,under,32,0.43
Vikings,Bills,2017,under,29,0.34
Vikings,Chiefs,2017,under,38,0.46
Vikings,Lions,2017,under,25,0.51
Vikings,Ravens,2017,under,24,0.51
Eagles,Bills,2017,under,18,0.38
Eagles,Chiefs,2017,under,26,0.53
Eagles,Lions,2017,under,22,0.5
Eagles,Ravens,2017,under,39,0.51
Bills,Chiefs,2017,under,9,0.72
Bills,Lions,2017,under,46,0.4
Bills,Ravens,2017,under,17,0.32
Chiefs,Lions,2017,under,46,0.35
Chiefs,Ravens,2017,under,9,0.55
Lions,Ravens,2017,under,33,0.38
Commanders,Texans,2017,under,48,0.54
Commanders,Packers,2017,under,45,0.36
Commanders,Steelers,2017,under,35,0.59
Commanders,Vikings,2017,under,40,0.39
Commanders,Eagles,2017,under,31,0.49
Commanders,Bills,2017,under,34,0.5
Commanders,Chiefs,2017,under,31,0.39
Commanders,Lions,2017,under,48,0.32
Commanders,Ravens,2017,under,41,0.48
Texans,Packers,2017,under,34,0.46
Texans,Steelers,2017,under,41,0.39
Texans,Vikings,2017,under,48,0.6
Texans,Eagles,2017,under,34,0.57
Texans,Bills,2017,under,26,0.41
Texans,Chiefs,2017,under,33,0.42
Texans,Lions,2017,under,31,0.49
Texans,Ravens,2017,under,35,0.49
Packers,Steelers,2017,under,44,0.49
Packers,Vikings,2017,under,38,0.49
Packers,Eagles,2017,under,34,0.51
Packers,Bills,2017,under,21,0.3
Packers,Chiefs,2017,under,43,0.59
Packers,Lions,2017,under,31,0.33
Packers,Ravens,2017,under,32,0.53
Steelers,Vikings,2017,under,38,0.39
Commanders,Texans,2017,under,50,0.31
Commanders,Packers,2017,under,45,0.58
Commanders,Steelers,2017,under,38,0.41
Commanders,Vikings,2017,under,50,0.48
Commanders,Eagles,2017,under,37,0.53
Commanders,Bills,2017,under,43,0.56
Commanders,Chiefs,2017,under,33,0.35
Commanders,Lions,2017,under,32,0.48
Commanders,Ravens,2017,under,50,0.48
Texans,Packers,2017,under,44,0.31
Texans,Steelers,2017,under,44,0.5
Texans,Vikings,2017,under,34,0.34
Texans,Eagles,2017,under,32,0.31
Texans,Bills,2017,under,41,0.52
Texans,Chiefs,2017,under,45,0.53
Texans,Lions,2017,under,43,0.59
Texans,Ravens,2017,under,27,0.54
Packers,Steelers,2017,under,29,0.56
Packers,Vikings,2017,under,44,0.44
Packers,Eagles,2017,under,41,0.53
Packers,Bills,2017,under,48,0.5
Packers,Chiefs,2017,under,48,0.55
Packers,Lions,2017,under,26,0.54
Packers,Ravens,2017,under,22,0.48
Steelers,Vikings,2017,under,32,0.38
Steelers,Eagles,2017,under,45,0.43
Steelers,Bills,2017,under,18,0.48
Steelers,Chiefs,2017,under,39,0.45
Steelers,Lions,2017,under,39,0.5
Steelers,Ravens,2017,under,16,0.51
Vikings,Eagles,2017,under,48,0.45
Vikings,Bills,2017,under,38,0.38
Vikings,Chiefs,2017,under,22,0.31
Vikings,Lions,2017,under,12,0.45
Vikings,Ravens,2017,under,19,0.34
Eagles,Bills,2017,under,43,0.45
Eagles,Chiefs,2017,under,28,0.4
Eagles,Lions,2017,under,18,0.36
Eagles,Ravens,2017,under,30,0.6
Bills,Chiefs,2017,under,26,0.31
Bills,Lions,2017,under,25,0.41
Bills,Ravens,2017,under,24,0.51
Chiefs,Lions,2017,under,29,0.52
Chiefs,Ravens,2017,under,11,0.36
Lions,Ravens,2017,under,15,0.55
Steelers,Eagles,2017,under,37,0.43
Steelers,Bills,2017,under,39,0.38
Steelers,Chiefs,2017,under,50,0.51
Steelers,Lions,2017,under,39,0.51
Steelers,Ravens,2017,under,29,0.52
Vikings,Eagles,2017,under,31,0.56
Vikings,Bills,2017,under,26,0.55
Vikings,Chiefs,2017,under,17,0.49
Vikings,Lions,2017,under,43,0.33
Vikings,Ravens,2017,under,18,0.36
Eagles,Bills,2017,under,16,0.55
Eagles,Chiefs,2017,under,48,0.55
Eagles,Lions,2017,under,25,0.31
Eagles,Ravens,2017,under,17,0.3
Bills,Chiefs,2017,under,24,0.31
Bills,Lions,2017,under,30,0.57
Bills,Ravens,2017,under,30,0.32
Chiefs,Lions,2017,under,14,0.39
Chiefs,Ravens,2017,under,12,0.51
Lions,Ravens,2017,under,18,0.4
Commanders,Texans,2017,under,44,0.37
Commanders,Packers,2017,under,43,0.43
Commanders,Steelers,2017,under,44,0.35
Commanders,Vikings,2017,under,44,0.32
Commanders,Eagles,2017,under,49,0.55
Commanders,Bills,2017,under,45,0.45
Commanders,Chiefs,2017,under,29,0.44
Commanders,Lions,2017,under,19,0.44
Commanders,Ravens,2017,under,44,0.47
Texans,Packers,2017,under,45,0.56
Texans,Steelers,2017,under,47,0.42
Texans,Vikings,2017,under,31,0.42
Texans,Eagles,2017,under,48,0.47
Texans,Bills,2017,under,45,0.41
Texans,Chiefs,2017,under,47,0.37
Texans,Lions,2017,under,21,0.31
Texans,Ravens,2017,under,48,0.48
Packers,Steelers,2017,under,44,0.5
Packers,Vikings,2017,under,36,0.55
Packers,Eagles,2017,under,34,0.3
Packers,Bills,2017,under,23,0.48
Packers,Chiefs,2017,under,26,0.4
Packers,Lions,2017,under,31,0.56
Packers,Ravens,2017,under,14,0.51
Steelers,Vikings,2017,under,38,0.36
Steelers,Eagles,2017,under,39,0.42
Steelers,Bills,2017,under,26,0.57
Steelers,Chiefs,2017,under,26,0.43
Steelers,Lions,2017,under,26,0.36
Steelers,Ravens,2017,under,25,0.44
Vikings,Eagles,2017,under,48,0.47
Vikings,Bills,2017,under,21,0.37
Vikings,Chiefs,2017,under,33,0.48
Vikings,Lions,2017,under,31,0.31
Vikings,Ravens,2017,under,16,0.57
Eagles,Bills,2017,under,21,0.51
Eagles,Chiefs,2017,under,41,0.54
Eagles,Lions,2017,under,40,0.58
Eagles,Ravens,2017,under,21,0.36
Bills,Chiefs,2017,under,32,0.34
Bills,Lions,2017,under,1,0.6
Bills,Ravens,2017,under,31,0.39
Chiefs,Lions,2017,under,15,0.57
Chiefs,Ravens,2017,under,12,0.31
Packers,Bills,2018,under,22,0.53
Commanders,Bills,2018,under,42,0.42
Commanders,Eagles,2018,under,45,0.35
Commanders,Vikings,2018,under,35,0.5
Commanders,Steelers,2018,under,40,0.31
Commanders,Packers,2018,under,49,0.49
Commanders,Texans,2018,under,46,0.54
Bills,Chiefs,2018,under,45,0.55
Bills,Lions,2018,under,17,0.58
Bills,Ravens,2018,under,16,0.56
Chiefs,Lions,2018,under,11,0.55
Chiefs,Ravens,2018,under,18,0.52
Lions,Ravens,2018,under,35,0.57
Eagles,Lions,2018,under,22,0.35
Eagles,Chiefs,2018,under,49,0.59
Eagles,Bills,2018,under,41,0.39
Vikings,Ravens,2018,under,19,0.33
Vikings,Lions,2018,under,40,0.41
Vikings,Chiefs,2018,under,40,0.58
Vikings,Bills,2018,under,44,0.31
Vikings,Eagles,2018,under,40,0.35
Steelers,Ravens,2018,under,10,0.6
Steelers,Lions,2018,under,39,0.57
Steelers,Chiefs,2018,under,44,0.32
Steelers,Bills,2018,under,26,0.48
Steelers,Eagles,2018,under,32,0.44
Steelers,Vikings,2018,under,34,0.44
Commanders,Chiefs,2018,under,39,0.42
Packers,Ravens,2018,under,40,0.58
Packers,Lions,2018,under,34,0.58
Packers,Chiefs,2018,under,40,0.48
Packers,Bills,2018,under,41,0.54
Packers,Eagles,2018,under,34,0.54
Packers,Vikings,2018,under,41,0.45
Packers,Steelers,2018,under,44,0.32
Texans,Ravens,2018,under,37,0.36
Texans,Lions,2018,under,35,0.38
Texans,Chiefs,2018,under,39,0.43
Texans,Bills,2018,under,30,0.36
Texans,Eagles,2018,under,35,0.46
Texans,Vikings,2018,under,37,0.52
Texans,Steelers,2018,under,37,0.3
Texans,Packers,2018,under,46,0.36
Packers,Chiefs,2018,under,34,0.45
Packers,Lions,2018,under,34,0.56
Packers,Ravens,2018,under,35,0.48
Steelers,Vikings,2018,under,39,0.37
Steelers,Eagles,2018,under,46,0.33
Steelers,Bills,2018,under,37,0.39
Steelers,Chiefs,2018,under,19,0.55
Steelers,Lions,2018,under,40,0.41
Steelers,Ravens,2018,under,34,0.5
Vikings,Eagles,2018,under,34,0.5
Vikings,Bills,2018,under,36,0.53
Vikings,Chiefs,2018,under,30,0.43
Vikings,Lions,2018,under,37,0.57
Vikings,Ravens,2018,under,44,0.47
Eagles,Bills,2018,under,26,0.59
Eagles,Chiefs,2018,under,39,0.37
Eagles,Lions,2018,under,37,0.58
Eagles,Ravens,2018,under,33,0.49
Bills,Chiefs,2018,under,28,0.56
Bills,Lions,2018,under,46,0.37
Bills,Ravens,2018,under,36,0.58
Chiefs,Lions,2018,under,6,0.64
Chiefs,Ravens,2018,under,18,0.5
Lions,Ravens,2018,under,39,0.45
Lions,Ravens,2018,under,32,0.38
Chiefs,Ravens,2018,under,25,0.44
Chiefs,Lions,2018,under,29,0.43
Bills,Ravens,2018,under,29,0.44
Bills,Lions,2018,under,15,0.31
Bills,Chiefs,2018,under,22,0.55
Eagles,Ravens,2018,under,30,0.47
Commanders,Texans,2018,under,50,0.46
Commanders,Packers,2018,under,48,0.35
Commanders,Steelers,2018,under,44,0.42
Commanders,Vikings,2018,under,48,0.53
Commanders,Eagles,2018,under,45,0.42
Commanders,Bills,2018,under,42,0.37
Commanders,Chiefs,2018,under,34,0.42
Commanders,Lions,2018,under,31,0.59
Commanders,Ravens,2018,under,40,0.47
Texans,Packers,2018,under,40,0.37
Texans,Steelers,2018,under,45,0.31
Texans,Vikings,2018,under,48,0.57
Texans,Eagles,2018,under,41,0.57
Texans,Bills,2018,under,39,0.37
Texans,Chiefs,2018,under,38,0.52
Texans,Lions,2018,under,31,0.3
Packers,Eagles,2018,under,42,0.38
Packers,Bills,2018,under,47,0.56
Packers,Chiefs,2018,under,23,0.56
Packers,Lions,2018,under,41,0.52
Packers,Ravens,2018,under,45,0.53
Steelers,Vikings,2018,under,36,0.59
Steelers,Eagles,2018,under,36,0.5
Steelers,Bills,2018,under,27,0.52
Steelers,Chiefs,2018,under,37,0.53
Steelers,Lions,2018,under,49,0.39
Steelers,Ravens,2018,under,43,0.44
Vikings,Eagles,2018,under,46,0.38
Vikings,Bills,2018,under,37,0.3
Vikings,Chiefs,2018,under,20,0.42
Vikings,Lions,2018,under,32,0.41
Vikings,Ravens,2018,under,24,0.46
Eagles,Bills,2018,under,23,0.31
Eagles,Chiefs,2018,under,27,0.42
Eagles,Lions,2018,under,14,0.47
Eagles,Ravens,2018,under,35,0.36
Commanders,Texans,2018,under,45,0.56
Commanders,Packers,2018,under,44,0.4
Commanders,Steelers,2018,under,49,0.34
Commanders,Vikings,2018,under,33,0.55
Commanders,Eagles,2018,under,32,0.38
Commanders,Bills,2018,under,38,0.3
Commanders,Chiefs,2018,under,49,0.37
Commanders,Lions,2018,under,23,0.56
Commanders,Ravens,2018,under,13,0.49
Texans,Packers,2018,under,42,0.46
Texans,Steelers,2018,under,40,0.45
Texans,Vikings,2018,under,40,0.57
Texans,Eagles,2018,under,43,0.44
Texans,Bills,2018,under,35,0.43
Texans,Chiefs,2018,under,22,0.54
Texans,Lions,2018,under,46,0.34
Texans,Ravens,2018,under,50,0.48
Packers,Steelers,2018,under,39,0.34
Packers,Vikings,2018,under,44,0.48
Packers,Eagles,2018,under,39,0.47
Packers,Bills,2018,under,43,0.33
Packers,Chiefs,2018,under,38,0.56
Packers,Lions,2018,under,16,0.47
Packers,Ravens,2018,under,46,0.59
Steelers,Vikings,2018,under,39,0.4
Steelers,Eagles,2018,under,36,0.41
Steelers,Bills,2018,under,35,0.41
Steelers,Chiefs,2018,under,24,0.4
Steelers,Lions,2018,under,37,0.54
Steelers,Ravens,2018,under,27,0.47
Vikings,Eagles,2018,under,33,0.33
Vikings,Bills,2018,under,38,0.45
Vikings,Chiefs,2018,under,25,0.3
Vikings,Lions,2018,under,43,0.6
Vikings,Ravens,2018,under,33,0.53
Eagles,Bills,2018,under,22,0.47
Eagles,Chiefs,2018,under,27,0.49
Eagles,Lions,2018,under,44,0.51
Eagles,Ravens,2018,under,38,0.34
Bills,Chiefs,2018,under,33,0.32
Bills,Lions,2018,under,32,0.33
Bills,Ravens,2018,under,23,0.44
Chiefs,Lions,2018,under,36,0.46
Chiefs,Ravens,2018,under,20,0.53
Lions,Ravens,2018,under,44,0.5
Commanders,Texans,2018,under,41,0.51
Commanders,Packers,2018,under,41,0.53
Commanders,Steelers,2018,under,42,0.44
Commanders,Vikings,2018,under,44,0.36
Commanders,Eagles,2018,under,50,0.47
Commanders,Bills,2018,under,47,0.51
Commanders,Chiefs,2018,under,27,0.39
Commanders,Lions,2018,under,44,0.31
Commanders,Ravens,2018,under,49,0.54
Texans,Packers,2018,under,39,0.4
Texans,Steelers,2018,under,41,0.55
Texans,Vikings,2018,under,48,0.55
Texans,Eagles,2018,under,48,0.46
Texans,Bills,2018,under,37,0.32
Texans,Chiefs,2018,under,28,0.39
Texans,Lions,2018,under,46,0.45
Texans,Ravens,2018,under,34,0.49
Packers,Steelers,2018,under,35,0.48
Packers,Vikings,2018,under,43,0.43
Packers,Eagles,2018,under,37,0.39
Packers,Bills,2018,under,28,0.45
Packers,Chiefs,2018,under,36,0.4
Packers,Lions,2018,under,33,0.46
Packers,Ravens,2018,under,42,0.52
Steelers,Vikings,2018,under,38,0.35
Steelers,Eagles,2018,under,36,0.48
Steelers,Bills,2018,under,42,0.45
Steelers,Chiefs,2018,under,42,0.49
Steelers,Lions,2018,under,33,0.5
Steelers,Ravens,2018,under,21,0.45
Vikings,Eagles,2018,under,40,0.54
Vikings,Bills,2018,under,40,0.47
Vikings,Chiefs,2018,under,35,0.51
Vikings,Lions,2018,under,25,0.45
Vikings,Ravens,2018,under,32,0.43
Eagles,Bills,2018,under,38,0.48
Eagles,Chiefs,2018,under,40,0.42
Eagles,Lions,2018,under,18,0.36
Eagles,Ravens,2018,under,29,0.57
Bills,Chiefs,2018,under,35,0.34
Bills,Lions,2018,under,28,0.59
Bills,Ravens,2018,under,28,0.39
Chiefs,Lions,2018,under,30,0.53
Chiefs,Ravens,2018,under,30,0.36
Lions,Ravens,2018,under,11,0.46
Texans,Ravens,2018,under,35,0.41
Packers,Steelers,2018,under,44,0.41
Packers,Vikings,2018,under,44,0.33
Commanders,Ravens,2018,under,34,0.57
Commanders,Lions,2018,under,38,0.5
Commanders,Chiefs,2018,under,31,0.4
Commanders,Bills,2018,under,34,0.4
Commanders,Eagles,2018,under,39,0.6
Commanders,Vikings,2018,under,42,0.34
Commanders,Steelers,2018,under,44,0.35
Commanders,Packers,2018,under,45,0.37
Commanders,Texans,2018,under,49,0.53
Commanders,Lions,2018,under,37,0.55
Commanders,Ravens,2018,under,30,0.48
Texans,Packers,2018,under,34,0.35
Texans,Steelers,2018,under,44,0.36
Texans,Vikings,2018,under,30,0.31
Texans,Eagles,2018,under,29,0.43
Texans,Bills,2018,under,43,0.47
Texans,Chiefs,2018,under,44,0.47
Texans,Lions,2018,under,43,0.53
Texans,Ravens,2018,under,38,0.31
Packers,Steelers,2018,under,30,0.36
Packers,Vikings,2018,under,38,0.43
Packers,Eagles,2018,under,23,0.57
Packers,Vikings,2019,under,44,0.31
Eagles,Ravens,2019,under,19,0.57
Bills,Chiefs,2019,under,36,0.44
Bills,Lions,2019,under,30,0.4
Bills,Ravens,2019,under,24,0.38
Chiefs,Lions,2019,under,22,0.36
Chiefs,Ravens,2019,under,30,0.52
Lions,Ravens,2019,under,28,0.46
Lions,Ravens,2019,under,27,0.49
Chiefs,Ravens,2019,under,37,0.45
Chiefs,Lions,2019,under,10,0.67
Bills,Ravens,2019,under,27,0.55
Bills,Lions,2019,under,25,0.36
Bills,Chiefs,2019,under,41,0.56
Eagles,Ravens,2019,under,39,0.35
Eagles,Lions,2019,under,10,0.67
Eagles,Chiefs,2019,under,17,0.47
Eagles,Bills,2019,under,17,0.36
Vikings,Ravens,2019,under,12,0.5
Vikings,Lions,2019,under,41,0.38
Vikings,Chiefs,2019,under,36,0.46
Vikings,Bills,2019,under,34,0.48
Vikings,Eagles,2019,under,37,0.55
Steelers,Ravens,2019,under,40,0.33
Steelers,Lions,2019,under,29,0.56
Steelers,Chiefs,2019,under,31,0.4
Steelers,Bills,2019,under,34,0.49
